#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
F17I14.140	NRPB6B	3702.Q9LXD0	3702.Q9SJ96	0	0	0	0	0	0.694	0.523	0.204	0.873
F1N20.160	LIG6	3702.O65454	3702.F4HPZ9	0	0	0	0	0.049	0	0.180	0.309	0.414
F1N20.160	H2AV	3702.O65454	3702.O23628	0	0	0	0	0	0.071	0.424	0.118	0.486
F1N20.160	HTR4	3702.O65454	3702.P59169	0	0	0	0	0	0.141	0.312	0.070	0.402
F1N20.160	HTR11	3702.O65454	3702.Q9FKQ3	0	0	0	0	0	0.141	0.312	0.070	0.402
F1N20.160	T5J17.190	3702.O65454	3702.Q9SMQ3	0	0	0	0	0	0.141	0.312	0.070	0.402
F1N20.160	HTR2	3702.O65454	3702.P59226	0	0	0	0	0	0.141	0.312	0.070	0.402
F1N20.160	T24H18.80	3702.O65454	3702.Q9LXU8	0	0	0	0	0	0.141	0.312	0.070	0.402
F1N20.160	HTR12	3702.O65454	3702.Q8RVQ9	0	0	0	0	0	0.141	0.312	0.070	0.402
F1N20.160	T6J4.12	3702.O65454	3702.Q9FX60	0	0	0	0	0.050	0.141	0.312	0.070	0.407
F1N20.160	MGH3	3702.O65454	3702.Q9FXI7	0	0	0	0	0.078	0.141	0.312	0.070	0.425
F1N20.160	HTA9	3702.O65454	3702.Q9C944	0	0	0	0	0	0.071	0.424	0.118	0.486
F1N20.160	HTA4	3702.O65454	3702.Q9T0H7	0	0	0	0	0	0.071	0.424	0.118	0.486
F1N20.160	HTA8	3702.O65454	3702.Q9SII0	0	0	0	0	0.079	0.071	0.424	0.118	0.507
F1N20.160	NRPD3B	3702.O65454	3702.Q39212	0	0	0	0	0	0.059	0.500	0.049	0.513
F1N20.160	NRPB3	3702.O65454	3702.Q39211	0	0	0	0	0	0.059	0.500	0.049	0.513
F1N20.160	F8A5.14	3702.O65454	3702.Q39216	0	0	0	0	0	0.054	0.568	0	0.573
F1N20.160	NRPB6A	3702.O65454	3702.Q9FJ98	0	0	0	0	0	0	0.593	0.083	0.610
F1N20.160	NRPB6B	3702.O65454	3702.Q9SJ96	0	0	0	0	0	0	0.593	0.083	0.610
F1N20.160	K21L13.5	3702.O65454	3702.Q8GXR1	0	0	0	0	0.050	0	0.537	0.228	0.630
F1N20.160	HAG1	3702.O65454	3702.Q9AR19	0	0	0	0	0.050	0	0.537	0.228	0.630
F1N20.160	F24B9.25	3702.O65454	3702.P59259	0	0	0	0	0	0.526	0.593	0.144	0.820
F1N20.160	NF-YB11	3702.O65454	3702.Q9ZQH2	0	0	0	0	0	0.884	0	0.460	0.934
F22C12.10	SPT6	3702.Q9SH64	3702.A8MS85	0	0	0	0	0.158	0.689	0.093	0.283	0.807
F22C12.10	VIP6	3702.Q9SH64	3702.B5X0I6	0	0	0	0	0	0.792	0.161	0.318	0.870
F22C12.10	GTC2	3702.Q9SH64	3702.F4JME7	0	0	0	0	0.081	0.685	0.470	0.283	0.875
F22C12.10	NRPB4	3702.Q9SH64	3702.O48890	0	0	0	0	0	0.832	0.600	0.309	0.949
F22C12.10	F6I18.270	3702.Q9SH64	3702.O65567	0	0	0	0	0.100	0.061	0.601	0.046	0.635
F22C12.10	NRPB8A	3702.Q9SH64	3702.O81097	0	0	0	0	0	0.689	0.526	0.167	0.866
F22C12.10	SPT16	3702.Q9SH64	3702.O82491	0	0	0	0	0.096	0.685	0.470	0.283	0.877
F22C12.10	HTR4	3702.Q9SH64	3702.P59169	0	0	0	0	0	0.412	0	0.181	0.498
F22C12.10	HTR2	3702.Q9SH64	3702.P59226	0	0	0	0	0	0.412	0	0.181	0.498
F22C12.10	F24B9.25	3702.Q9SH64	3702.P59259	0	0	0	0	0	0.801	0	0.202	0.834
F22C12.10	SSRP1	3702.Q9SH64	3702.Q05153	0	0	0	0	0.078	0.816	0.591	0.306	0.945
F22C12.10	RD22	3702.Q9SH64	3702.Q08298	0	0	0	0	0	0.053	0.045	0.399	0.408
F22C12.10	NRPB11	3702.Q9SH64	3702.Q38859	0	0	0	0	0	0.833	0.600	0.119	0.936
F22C12.10	MYC2	3702.Q9SH64	3702.Q39204	0	0	0	0	0.054	0	0	0.540	0.546
F22C12.10	NRPB3	3702.Q9SH64	3702.Q39211	0	0	0	0	0	0.695	0.525	0.283	0.887
F22C12.10	NRPD3B	3702.Q9SH64	3702.Q39212	0	0	0	0	0	0.695	0.525	0.283	0.887
F22C12.10	F8A5.14	3702.Q9SH64	3702.Q39216	0	0	0	0	0	0.610	0.423	0.206	0.805
F22C12.10	NRPE1	3702.Q9SH64	3702.Q5D869	0	0	0	0	0.094	0.415	0.333	0.125	0.649
F22C12.10	NRPD4	3702.Q9SH64	3702.Q6DBA5	0	0	0	0	0	0.695	0.521	0.247	0.880
F22C12.10	NRPB9A	3702.Q9SH64	3702.Q6NLH0	0	0	0	0	0	0.690	0.526	0.197	0.871
F22C12.10	NRPB9B	3702.Q9SH64	3702.Q8L5V0	0	0	0	0	0	0.690	0.526	0.197	0.871
F22C12.10	MAH20.24	3702.Q9SH64	3702.Q8LCQ3	0	0	0	0	0	0.695	0.529	0.283	0.888
F22C12.10	NRPB10	3702.Q9SH64	3702.Q8LFJ6	0	0	0	0	0	0.681	0.523	0.142	0.858
F22C12.10	HTR12	3702.Q9SH64	3702.Q8RVQ9	0	0	0	0	0	0.412	0	0.197	0.507
F22C12.10	WRKY33	3702.Q9SH64	3702.Q8S8P5	0	0	0	0	0	0.055	0	0.791	0.794
F22C12.10	SPT42	3702.Q9SH64	3702.Q94C60	0	0	0	0	0	0.695	0.529	0.283	0.888
F22C12.10	WRKY18	3702.Q9SH64	3702.Q9C5T4	0	0	0	0	0	0	0	0.791	0.791
F22C12.10	WRKY63	3702.Q9SH64	3702.Q9C6H5	0	0	0	0	0	0	0	0.785	0.785
F22C12.10	VIP5	3702.Q9SH64	3702.Q9C950	0	0	0	0	0.060	0.822	0	0.314	0.875
F22C12.10	NRPB6A	3702.Q9SH64	3702.Q9FJ98	0	0	0	0	0	0.694	0.523	0.204	0.873
F22C12.10	HTR11	3702.Q9SH64	3702.Q9FKQ3	0	0	0	0	0	0.412	0	0.183	0.499
F22C12.10	MUB3.7	3702.Q9SH64	3702.Q9FLG3	0	0	0.099	0.882	0.448	0	0	0	0.481
F22C12.10	VIP4	3702.Q9SH64	3702.Q9FNQ0	0	0	0	0	0.061	0.802	0.098	0.309	0.868
F22C12.10	T6J4.12	3702.Q9SH64	3702.Q9FX60	0	0	0	0	0	0.412	0	0.183	0.499
F22C12.10	MGH3	3702.Q9SH64	3702.Q9FXI7	0	0	0	0	0	0.412	0	0.183	0.499
F22C12.10	Q9LIF6_ARATH	3702.Q9SH64	3702.Q9LIF6	0	0	0	0	0	0.297	0	0.197	0.411
F22C12.10	T24H18.80	3702.Q9SH64	3702.Q9LXU8	0	0	0	0	0	0.412	0	0.184	0.499
F22C12.10	NRPB8B	3702.Q9SH64	3702.Q9M1A8	0	0	0	0	0	0.689	0.526	0.167	0.866
F22C12.10	WRKY40	3702.Q9SH64	3702.Q9SAH7	0	0	0	0	0	0	0	0.775	0.775
F22C12.10	NRPA1	3702.Q9SH64	3702.Q9SVY0	0	0	0	0	0	0.297	0	0.197	0.411
F22C12.10	T5J17.190	3702.Q9SH64	3702.Q9SMQ3	0	0	0	0	0	0.412	0	0.114	0.456
F22C12.10	HMGB6	3702.Q9SH64	3702.Q9SUP7	0	0	0	0	0	0.079	0.180	0.576	0.651
F22C12.10	NRPB10L	3702.Q9SH64	3702.Q9SYA6	0	0	0	0	0	0.681	0.523	0.142	0.858
F22C12.10	NRPB6B	3702.Q9SH64	3702.Q9SJ96	0	0	0	0	0	0.694	0.523	0.204	0.873
F24B9.25	SPT6	3702.P59259	3702.A8MS85	0	0	0	0	0	0.888	0	0.322	0.920
F24B9.25	VIP6	3702.P59259	3702.B5X0I6	0	0	0	0	0	0.899	0.140	0.379	0.941
F24B9.25	LIG6	3702.P59259	3702.F4HPZ9	0	0	0	0	0.063	0.176	0.442	0.150	0.584
F24B9.25	F4IHD8_ARATH	3702.P59259	3702.F4IHD8	0	0	0	0	0	0.414	0.260	0.235	0.639
F24B9.25	SYD	3702.P59259	3702.F4IHS2	0	0	0	0	0	0.955	0.552	0.135	0.981
F24B9.25	SWC2	3702.P59259	3702.F4IP06	0	0	0	0	0.088	0.060	0.094	0.342	0.421
F24B9.25	GTC2	3702.P59259	3702.F4JME7	0	0	0	0	0	0.909	0	0.392	0.942
F24B9.25	RDM3	3702.P59259	3702.F4JW79	0	0	0	0	0	0.801	0	0.202	0.834
F24B9.25	NRPC1	3702.P59259	3702.F4JXF9	0	0	0	0	0	0.079	0.443	0	0.465
F24B9.25	MBK5.18	3702.P59259	3702.F4KAT5	0	0	0	0	0	0.959	0.830	0.282	0.994
F24B9.25	MAH20.19	3702.P59259	3702.F4KB54	0	0	0	0	0	0.526	0.593	0.144	0.820
F24B9.25	H2AV	3702.P59259	3702.O23628	0	0	0	0	0.403	0.884	0.631	0.775	0.993
F24B9.25	NRPB4	3702.P59259	3702.O48890	0	0	0	0	0.050	0.968	0.592	0	0.986
F24B9.25	MORF1	3702.P59259	3702.O49429	0	0	0	0	0	0.961	0	0.174	0.966
F24B9.25	SUVR5	3702.P59259	3702.O64827	0	0	0	0	0	0.837	0.602	0.321	0.952
F24B9.25	F6I18.270	3702.P59259	3702.O65567	0	0	0	0	0	0.972	0.118	0.064	0.974
F24B9.25	NRPB8A	3702.P59259	3702.O81097	0	0	0	0	0.042	0.898	0.591	0	0.956
F24B9.25	SPT16	3702.P59259	3702.O82491	0	0	0	0	0	0.909	0	0.670	0.968
F24B9.25	SUMO1	3702.P59259	3702.P55852	0	0	0	0	0.190	0.061	0.544	0.324	0.734
F24B9.25	HTR4	3702.P59259	3702.P59169	0	0.716	0	0	0.395	0.779	0.545	0.946	0.998
F24B9.25	HTR2	3702.P59259	3702.P59226	0	0.719	0	0	0.630	0.779	0.545	0.946	0.999
F24B9.25	PCNA2	3702.P59259	3702.Q9ZW35	0	0	0	0	0.258	0.216	0	0.123	0.445
F24B9.25	HMGB6	3702.P59259	3702.Q9SUP7	0	0	0	0	0.166	0.252	0.183	0.047	0.449
F24B9.25	PCNA	3702.P59259	3702.Q9M7Q7	0	0	0	0	0.165	0.216	0	0.229	0.451
F24B9.25	TTL1	3702.P59259	3702.Q9MAH1	0	0	0	0	0	0.343	0.196	0.123	0.496
F24B9.25	HSP70-4	3702.P59259	3702.Q9LHA8	0	0	0	0	0.072	0.076	0.074	0.473	0.525
F24B9.25	NRPA1	3702.P59259	3702.Q9SVY0	0	0	0	0	0	0.109	0.568	0	0.598
F24B9.25	Q9LIF6_ARATH	3702.P59259	3702.Q9LIF6	0	0	0	0	0	0.109	0.568	0	0.598
F24B9.25	SIZ1	3702.P59259	3702.Q680Q4	0	0	0	0	0	0	0.429	0.326	0.598
F24B9.25	SUMO3	3702.P59259	3702.Q9FLP5	0	0	0	0	0.059	0.061	0.544	0.300	0.680
F24B9.25	SUMO2	3702.P59259	3702.Q9FLP6	0	0	0	0	0.138	0.061	0.544	0.300	0.707
F24B9.25	HDA7	3702.P59259	3702.Q9FH09	0	0	0	0	0	0.414	0.369	0.422	0.767
F24B9.25	LHP1	3702.P59259	3702.Q946J8	0	0	0	0	0	0.229	0.571	0.435	0.797
F24B9.25	HDA9	3702.P59259	3702.Q8H0W2	0	0	0	0	0	0.414	0.369	0.578	0.830
F24B9.25	MUB3.7	3702.P59259	3702.Q9FLG3	0	0	0	0	0	0.801	0	0.202	0.834
F24B9.25	GTA2	3702.P59259	3702.Q9STN3	0	0	0	0	0	0.801	0	0.202	0.834
F24B9.25	Q93VF4_ARATH	3702.P59259	3702.Q93VF4	0	0	0	0	0.067	0.740	0.094	0.463	0.866
F24B9.25	MRG2	3702.P59259	3702.Q4V3E2	0	0	0	0	0	0.601	0.403	0.535	0.879
F24B9.25	MAH20.24	3702.P59259	3702.Q8LCQ3	0	0	0	0	0.044	0.897	0	0.049	0.898
F24B9.25	SPT42	3702.P59259	3702.Q94C60	0	0	0	0	0.089	0.897	0	0.049	0.902
F24B9.25	K9I9.20	3702.P59259	3702.Q9FJW0	0	0	0	0	0	0.886	0.090	0.156	0.904
F24B9.25	T16K5.180	3702.P59259	3702.Q9M2X5	0	0	0	0	0	0.886	0.090	0.156	0.904
F24B9.25	VIP5	3702.P59259	3702.Q9C950	0	0	0	0	0	0.900	0	0.124	0.908
F24B9.25	MRG1	3702.P59259	3702.Q94C32	0	0	0	0	0	0.601	0.403	0.672	0.915
F24B9.25	T5J17.190	3702.P59259	3702.Q9SMQ3	0	0	0	0	0.275	0.737	0.545	0.293	0.930
F24B9.25	NRPE1	3702.P59259	3702.Q5D869	0	0	0	0	0	0.893	0.182	0.283	0.931
F24B9.25	NRPB10L	3702.P59259	3702.Q9SYA6	0	0	0	0	0	0.898	0.411	0	0.937
F24B9.25	NRPB10	3702.P59259	3702.Q8LFJ6	0	0	0	0	0.057	0.898	0.411	0	0.938
F24B9.25	HDA6	3702.P59259	3702.Q9FML2	0	0	0	0	0	0.567	0.369	0.804	0.942
F24B9.25	NRPD4	3702.P59259	3702.Q6DBA5	0	0	0	0	0.047	0.897	0.471	0	0.943
F24B9.25	NRPB9A	3702.P59259	3702.Q6NLH0	0	0	0	0	0.060	0.897	0.471	0	0.944
F24B9.25	VIP4	3702.P59259	3702.Q9FNQ0	0	0	0	0	0	0.940	0	0.105	0.944
F24B9.25	NRPB9B	3702.P59259	3702.Q8L5V0	0	0	0	0	0.077	0.897	0.471	0	0.945
F24B9.25	SWC4	3702.P59259	3702.Q8VZL6	0	0	0	0	0	0.793	0.094	0.735	0.946
F24B9.25	HMGB11	3702.P59259	3702.Q9LG02	0	0	0	0	0.072	0.902	0.474	0.065	0.949
F24B9.25	F8A5.14	3702.P59259	3702.Q39216	0	0	0	0	0	0.848	0.568	0.298	0.949
F24B9.25	HMGB10	3702.P59259	3702.Q9LTT3	0	0	0	0	0.072	0.902	0.474	0.065	0.949
F24B9.25	HMGB9	3702.P59259	3702.Q9SGS2	0	0	0	0	0.074	0.902	0.474	0.065	0.949
F24B9.25	HMGB15	3702.P59259	3702.Q9MAT6	0	0	0	0	0.072	0.902	0.474	0.065	0.949
F24B9.25	NRPB8B	3702.P59259	3702.Q9M1A8	0	0	0	0	0.053	0.898	0.591	0	0.957
F24B9.25	NRPB6A	3702.P59259	3702.Q9FJ98	0	0	0	0	0.058	0.898	0.591	0.123	0.960
F24B9.25	NRPB6B	3702.P59259	3702.Q9SJ96	0	0	0	0	0.053	0.898	0.591	0.123	0.960
F24B9.25	NRPD3B	3702.P59259	3702.Q39212	0	0	0	0	0	0.897	0.429	0.411	0.962
F24B9.25	NRPB3	3702.P59259	3702.Q39211	0	0	0	0	0.044	0.897	0.429	0.411	0.962
F24B9.25	K21L13.5	3702.P59259	3702.Q8GXR1	0	0	0	0	0	0.909	0.602	0.455	0.978
F24B9.25	HTA4	3702.P59259	3702.Q9T0H7	0	0	0	0	0.062	0.884	0.631	0.557	0.979
F24B9.25	RIN1	3702.P59259	3702.Q9FMR9	0	0	0	0	0	0.928	0.662	0.290	0.981
F24B9.25	HTA8	3702.P59259	3702.Q9SII0	0	0	0	0	0.166	0.884	0.631	0.592	0.983
F24B9.25	NRPB11	3702.P59259	3702.Q38859	0	0	0	0	0.084	0.959	0.592	0.244	0.986
F24B9.25	HTA9	3702.P59259	3702.Q9C944	0	0	0	0	0.117	0.884	0.631	0.673	0.986
F24B9.25	HAM2	3702.P59259	3702.Q9LXD7	0	0	0	0	0.045	0.917	0.602	0.665	0.988
F24B9.25	HAM1	3702.P59259	3702.Q9FLF7	0	0	0	0	0	0.888	0.602	0.854	0.992
F24B9.25	HAG1	3702.P59259	3702.Q9AR19	0	0	0	0	0	0.909	0.602	0.826	0.993
F24B9.25	SSRP1	3702.P59259	3702.Q05153	0	0	0	0	0	0.987	0	0.601	0.994
F24B9.25	T27K22.4	3702.P59259	3702.Q94JX1	0	0	0	0	0	0.959	0.830	0.285	0.994
F24B9.25	HTR12	3702.P59259	3702.Q8RVQ9	0	0	0	0	0.302	0.737	0.545	0.963	0.996
F24B9.25	T24H18.80	3702.P59259	3702.Q9LXU8	0	0.386	0	0	0.281	0.779	0.545	0.946	0.997
F24B9.25	T6J4.12	3702.P59259	3702.Q9FX60	0	0.708	0	0	0.275	0.779	0.545	0.946	0.998
F24B9.25	MGH3	3702.P59259	3702.Q9FXI7	0	0.674	0	0	0.275	0.779	0.545	0.946	0.998
F24B9.25	HTR11	3702.P59259	3702.Q9FKQ3	0	0.706	0	0	0.281	0.779	0.545	0.946	0.998
F4IHD8_ARATH	LHP1	3702.F4IHD8	3702.Q946J8	0	0	0	0	0	0.302	0.060	0.164	0.403
F4IHD8_ARATH	HTA4	3702.F4IHD8	3702.Q9T0H7	0	0	0	0	0.050	0.204	0.246	0.097	0.416
F4IHD8_ARATH	HTA8	3702.F4IHD8	3702.Q9SII0	0	0	0	0	0.050	0.204	0.246	0.097	0.416
F4IHD8_ARATH	HTA9	3702.F4IHD8	3702.Q9C944	0	0	0	0	0.050	0.204	0.246	0.097	0.416
F4IHD8_ARATH	H2AV	3702.F4IHD8	3702.O23628	0	0	0	0	0.050	0.204	0.246	0.097	0.416
F4IHD8_ARATH	VIP4	3702.F4IHD8	3702.Q9FNQ0	0	0	0	0	0	0.057	0.411	0	0.420
F4IHD8_ARATH	RIN1	3702.F4IHD8	3702.Q9FMR9	0	0	0	0	0	0.074	0.395	0.084	0.442
F4IHD8_ARATH	MBF1C	3702.F4IHD8	3702.Q9LV58	0	0	0	0	0	0	0	0.457	0.457
F4IHD8_ARATH	HSP90-1	3702.F4IHD8	3702.P27323	0	0	0	0	0	0.153	0.246	0.220	0.458
F4IHD8_ARATH	T27K22.4	3702.F4IHD8	3702.Q94JX1	0.043	0	0	0	0.067	0.249	0.379	0.064	0.539
F4IHD8_ARATH	MBK5.18	3702.F4IHD8	3702.F4KAT5	0.043	0	0	0	0.067	0.249	0.379	0.064	0.539
F4IHD8_ARATH	HAM1	3702.F4IHD8	3702.Q9FLF7	0	0	0	0	0	0.287	0.325	0.148	0.554
F4IHD8_ARATH	HAM2	3702.F4IHD8	3702.Q9LXD7	0	0	0	0	0	0.287	0.325	0.148	0.554
F4IHD8_ARATH	SUVR5	3702.F4IHD8	3702.O64827	0.043	0	0	0	0.050	0.411	0.325	0.099	0.614
F4IHD8_ARATH	MRG2	3702.F4IHD8	3702.Q4V3E2	0	0	0	0	0	0.462	0.218	0.183	0.626
F4IHD8_ARATH	MRG1	3702.F4IHD8	3702.Q94C32	0	0	0	0	0	0.462	0.218	0.183	0.626
F4IHD8_ARATH	SYD	3702.F4IHD8	3702.F4IHS2	0	0	0	0	0	0.297	0.591	0.178	0.743
F4IHD8_ARATH	HMGB10	3702.F4IHD8	3702.Q9LTT3	0	0	0	0	0	0.489	0.635	0.080	0.813
F4IHD8_ARATH	HMGB9	3702.F4IHD8	3702.Q9SGS2	0	0	0	0	0	0.489	0.635	0.080	0.813
F4IHD8_ARATH	HMGB15	3702.F4IHD8	3702.Q9MAT6	0	0	0	0	0	0.489	0.635	0.080	0.813
F4IHD8_ARATH	HMGB11	3702.F4IHD8	3702.Q9LG02	0	0	0	0	0	0.489	0.635	0.080	0.813
F6I18.270	LIG6	3702.O65567	3702.F4HPZ9	0	0	0	0	0.067	0	0.601	0.064	0.621
F6I18.270	RDM3	3702.O65567	3702.F4JW79	0	0	0	0	0.100	0.061	0.601	0.046	0.635
F6I18.270	NRPC1	3702.O65567	3702.F4JXF9	0	0	0	0	0.059	0	0.682	0	0.687
F6I18.270	TAF4B	3702.O65567	3702.F4K4L7	0	0	0	0	0	0.526	0.751	0	0.876
F6I18.270	H2AV	3702.O65567	3702.O23628	0	0	0	0	0.072	0.413	0.096	0	0.464
F6I18.270	NRPB4	3702.O65567	3702.O48890	0	0	0	0	0	0.984	0.928	0.309	0.999
F6I18.270	HTA9	3702.O65567	3702.Q9C944	0	0	0	0	0.072	0.413	0.096	0	0.464
F6I18.270	HTA8	3702.O65567	3702.Q9SII0	0	0	0	0	0.072	0.413	0.096	0	0.464
F6I18.270	HTA4	3702.O65567	3702.Q9T0H7	0	0	0	0	0.090	0.413	0.096	0	0.475
F6I18.270	HMGB6	3702.O65567	3702.Q9SUP7	0	0	0	0	0.089	0.247	0.329	0.057	0.507
F6I18.270	HMGB10	3702.O65567	3702.Q9LTT3	0	0	0	0	0.089	0.247	0.424	0.057	0.577
F6I18.270	HMGB15	3702.O65567	3702.Q9MAT6	0	0	0	0	0.089	0.247	0.424	0.057	0.577
F6I18.270	HMGB11	3702.O65567	3702.Q9LG02	0	0	0	0	0.089	0.247	0.424	0.057	0.577
F6I18.270	HMGB9	3702.O65567	3702.Q9SGS2	0	0	0	0	0.133	0.247	0.424	0.057	0.598
F6I18.270	GTA2	3702.O65567	3702.Q9STN3	0	0	0	0	0.100	0.061	0.601	0.046	0.635
F6I18.270	MUB3.7	3702.O65567	3702.Q9FLG3	0	0	0	0	0.100	0.061	0.601	0.046	0.635
F6I18.270	SPT16	3702.O65567	3702.O82491	0	0	0	0	0.058	0	0.651	0	0.657
F6I18.270	NF-YB11	3702.O65567	3702.Q9ZQH2	0	0	0	0	0.124	0	0.601	0.124	0.667
F6I18.270	SPT42	3702.O65567	3702.Q94C60	0	0	0	0	0	0	0.763	0.065	0.768
F6I18.270	Q9LIF6_ARATH	3702.O65567	3702.Q9LIF6	0	0	0	0	0.076	0	0.760	0	0.768
F6I18.270	MAH20.24	3702.O65567	3702.Q8LCQ3	0	0	0	0	0	0	0.763	0.065	0.768
F6I18.270	NRPA1	3702.O65567	3702.Q9SVY0	0	0	0	0	0.076	0	0.760	0	0.768
F6I18.270	SSRP1	3702.O65567	3702.Q05153	0	0	0	0	0	0.066	0.815	0	0.819
F6I18.270	HTR11	3702.O65567	3702.Q9FKQ3	0	0	0	0	0	0.831	0.085	0	0.838
F6I18.270	T5J17.190	3702.O65567	3702.Q9SMQ3	0	0	0	0	0	0.831	0.085	0	0.838
F6I18.270	HTR2	3702.O65567	3702.P59226	0	0	0	0	0	0.831	0.085	0	0.838
F6I18.270	MGH3	3702.O65567	3702.Q9FXI7	0	0	0	0	0	0.831	0.085	0	0.838
F6I18.270	HTR4	3702.O65567	3702.P59169	0	0	0	0	0	0.831	0.085	0	0.838
F6I18.270	T6J4.12	3702.O65567	3702.Q9FX60	0	0	0	0	0	0.831	0.085	0	0.838
F6I18.270	HTR12	3702.O65567	3702.Q8RVQ9	0	0	0	0	0	0.831	0.085	0	0.838
F6I18.270	T24H18.80	3702.O65567	3702.Q9LXU8	0	0	0	0	0	0.831	0.085	0	0.838
F6I18.270	NRPE1	3702.O65567	3702.Q5D869	0	0	0	0	0	0.621	0.576	0.110	0.844
F6I18.270	TAF4	3702.O65567	3702.Q6SJR1	0	0	0	0	0	0.526	0.751	0	0.876
F6I18.270	F8A5.14	3702.O65567	3702.Q39216	0	0	0	0	0	0.821	0.760	0.066	0.956
F6I18.270	NRPB10	3702.O65567	3702.Q8LFJ6	0	0	0	0	0	0.894	0.761	0	0.973
F6I18.270	NRPB10L	3702.O65567	3702.Q9SYA6	0	0	0	0	0	0.894	0.761	0	0.973
F6I18.270	NRPB9B	3702.O65567	3702.Q8L5V0	0	0	0	0	0.052	0.894	0.763	0	0.974
F6I18.270	NRPB9A	3702.O65567	3702.Q6NLH0	0	0	0	0	0.052	0.894	0.763	0	0.974
F6I18.270	NRPB8A	3702.O65567	3702.O81097	0	0	0	0	0	0.901	0.763	0	0.975
F6I18.270	NRPB3	3702.O65567	3702.Q39211	0	0	0	0	0	0.894	0.764	0.113	0.975
F6I18.270	NRPB6B	3702.O65567	3702.Q9SJ96	0	0	0	0	0	0.894	0.762	0.116	0.975
F6I18.270	NRPB6A	3702.O65567	3702.Q9FJ98	0	0	0	0	0	0.894	0.762	0.116	0.975
F6I18.270	NRPB8B	3702.O65567	3702.Q9M1A8	0	0	0	0	0	0.901	0.763	0	0.975
F6I18.270	NRPD3B	3702.O65567	3702.Q39212	0	0	0	0	0	0.894	0.764	0.113	0.975
F6I18.270	NRPD4	3702.O65567	3702.Q6DBA5	0	0	0	0	0	0.905	0.760	0.244	0.981
F6I18.270	NRPB11	3702.O65567	3702.Q38859	0	0	0	0	0	0.959	0.928	0	0.996
F8A5.14	SPT6	3702.Q39216	3702.A8MS85	0	0	0	0	0	0.741	0.091	0.565	0.888
F8A5.14	VIP6	3702.Q39216	3702.B5X0I6	0	0	0	0	0.046	0.269	0.191	0.069	0.404
F8A5.14	LIG6	3702.Q39216	3702.F4HPZ9	0	0	0	0	0.060	0.137	0.857	0.189	0.893
F8A5.14	GTC2	3702.Q39216	3702.F4JME7	0	0	0	0	0.052	0.748	0.498	0.298	0.904
F8A5.14	RDM3	3702.Q39216	3702.F4JW79	0	0	0	0	0	0.610	0.423	0.206	0.805
F8A5.14	NRPC1	3702.Q39216	3702.F4JXF9	0.113	0	0	0	0.661	0.937	0.887	0.724	0.999
F8A5.14	TAF4B	3702.Q39216	3702.F4K4L7	0	0	0	0	0	0.284	0.577	0.073	0.694
F8A5.14	MAH20.19	3702.Q39216	3702.F4KB54	0	0	0	0	0	0.054	0.568	0	0.573
F8A5.14	H2AV	3702.Q39216	3702.O23628	0	0	0	0	0.066	0.242	0.415	0.157	0.604
F8A5.14	NRPB4	3702.Q39216	3702.O48890	0	0	0	0	0	0.788	0.593	0.738	0.975
F8A5.14	SUVR5	3702.Q39216	3702.O64827	0	0	0	0	0	0.226	0.309	0.100	0.476
F8A5.14	NRPB8A	3702.Q39216	3702.O81097	0	0	0	0	0.369	0.902	0.826	0.716	0.996
F8A5.14	SPT16	3702.Q39216	3702.O82491	0	0	0	0	0.060	0.748	0.498	0.323	0.908
F8A5.14	P5CSA	3702.Q39216	3702.P54887	0	0	0	0	0.062	0	0	0.425	0.437
F8A5.14	HTR4	3702.Q39216	3702.P59169	0	0	0	0	0.058	0.415	0.307	0.115	0.616
F8A5.14	HTR2	3702.Q39216	3702.P59226	0	0	0	0	0.058	0.415	0.307	0.115	0.616
F8A5.14	SSRP1	3702.Q39216	3702.Q05153	0	0	0	0	0.080	0.814	0.601	0.196	0.937
F8A5.14	NRPB11	3702.Q39216	3702.Q38859	0	0	0	0	0.095	0.902	0.639	0.768	0.991
F8A5.14	NRPB3	3702.Q39216	3702.Q39211	0	0	0	0.722	0	0.263	0.384	0.354	0.681
F8A5.14	NRPD3B	3702.Q39216	3702.Q39212	0	0	0	0.726	0	0.263	0.384	0.378	0.693
F8A5.14	HMGB6	3702.Q39216	3702.Q9SUP7	0	0	0	0	0	0.207	0.301	0	0.421
F8A5.14	HMGB15	3702.Q39216	3702.Q9MAT6	0	0	0	0	0	0.207	0.301	0.123	0.471
F8A5.14	HMGB10	3702.Q39216	3702.Q9LTT3	0	0	0	0	0	0.207	0.301	0.123	0.471
F8A5.14	HMGB9	3702.Q39216	3702.Q9SGS2	0	0	0	0	0	0.207	0.301	0.123	0.471
F8A5.14	HMGB11	3702.Q39216	3702.Q9LG02	0	0	0	0	0	0.207	0.301	0.123	0.471
F8A5.14	NF-YB11	3702.Q39216	3702.Q9ZQH2	0	0	0	0	0.065	0.166	0.406	0	0.496
F8A5.14	TTL1	3702.Q39216	3702.Q9MAH1	0.078	0	0	0	0.046	0.269	0.330	0.118	0.550
F8A5.14	HAG1	3702.Q39216	3702.Q9AR19	0	0	0	0	0	0.051	0.541	0.137	0.591
